sentence_id_2,sentence_id_1,sentence_text_2,argument_id_2,sentence_text_1,argument_id_1,score
S0017377008p,B1113002p,The recent political tensions and the influence of dissenting Protestant groups are relevant to these anxieties,S0017377,Natural law establishes a fundamental obligation for individuals to protect the authority that ensures their own safety and peace,B1113,0.8800015380914035
S0020399001sc,B0658001sc,Parliament must proceed with the Caveat,S0020399,A tyrant will receive animosity from citizens,B0658,0.9220682964603039
S0017804009p,B0423007p,The call for a clear legal framework reflects a broader need for parliamentary sovereignty,S0017804,The sovereign wields ultimate authority,B0423,0.9206548897291691
S0020829006p,B0719004p,"It is imperative that the King be urged to command the Chancellor to act, thereby reinforcing the proper channels of authority and the House's rightful position in matters of governance",S0020829,"If the magistrate fails to administer the realm according to his pledged word, the people have the right to change or annul the existing political structure",B0719,0.7205763420034829
B0845003p,B0540007p,Rebellion against a sovereign invites divine condemnation,B0845,This commitment to the common good is evident in a leader's adherence to the laws that bind them,B0540,0.8996303347778902
S0023220001sc,B1052002sc,The Proviso should be supported,S0023220,Protesting against the decrees of a representative assembly violates the authority of the Commonwealth,B1052,0.9026436514185799
S0024336002sc,B0195001sc,New taxes on the people of England threaten the foundational principles,S0024336,Individuals must oppose an unjust King,B0195,0.5379434655389187
S0022920006p,B0579001p,A government structure that reflects this equality is necessary to safeguard against the arbitrary exercise of power,S0022920,The English Senate is not considered the supreme tribunal of the kingdom,B0579,0.6494274020617561
S0022956004p,B0287003p,"Clarges's motion to express gratitude for the King's continued care highlights the necessity of maintaining a constructive relationship between the monarchy and Parliament, ensuring that the voices of the representatives are heard in shaping the future of England",S0022956,Individuals submit to a governing authority for their safety and convenience with the understanding that this authority must act in the best interest of the community,B0287,0.8829686199372988
S0018112004p,B0406006p,"Historical precedents, such as the loyalty of the little Parliament before 1641, demonstrate that actions deemed seditious by ill-intentioned individuals were, in fact, expressions of loyalty and obedience",S0018112,"In a monarchy, power is concentrated in a single ruler",B0406,0.881275604172001
S0022914001p,B0392002p,King William must be held accountable to the laws and liberties of England,S0022914,"While a sovereign prince possesses absolute power, this power is not without limits",B0392,0.30644095257077686
B0885003p,B0595005p,Subjects owe complete obedience to their prince to maintain public order and unity,B0885,Political authority is described as just and lawful when it is introduced properly,B0595,0.8066745115214312
S0023112004p,B1079001p,The assertion by Sir William Jones and Sir Francis Winnington that any trial of an impeached individual would be an act of enmity towards the government reinforces the necessity of maintaining parliamentary sovereignty and unity among Protestants,S0023112,Punishment and reward are essential components of a Commonwealth,B1079,0.9147264656350687
S0022599004p,B0399001p,Historical precedents remind us that the monarchy must align with the people's laws and religion,S0022599,The attributes of sovereignty do not belong exclusively to sovereign princes,B0399,0.6430854096529143
S0016408005p,B0584001p,"By advocating for the continuation of debate, Birch underscores the necessity of open discourse as a means to uphold the principles of governance and representation",S0016408,The rebellion against the king was not driven by a genuine desire for liberty,B0584,0.9136838636678049
S0023489002p,B1065006p,"By allowing the Proviso to be presented, we can properly assess its validity and implications",S0023489,The authority of laws is rooted in the will of the Commonwealth,B1065,0.9228718191595828
S0020927001p,B0120001p,The case of Lord Danby highlights the critical need for Parliament to assert its authority in matters of judgment and pardon,S0020927,There is a clear distinction between a lawful king and a tyrant based on their intentions,B0120,0.9145994275723809
S0020242004p,B0514007p,"Previous objections were raised against Mr. Seymour, who was criticized solely for being a Privy Counsellor",S0020242,Any attempt by the executive to obstruct the legislative's functioning would be contrary to the principles of governance,B0514,0.917911839661063
S0023105002sc,B0679001sc,King William III must protect the Protestant constitutional monarchy,S0023105,Shared governance serves the common good,B0679,0.9239478476332909
S0024402005p,B0218008p,Relying on those who have previously failed us could lead to further oppression rather than the protection of our rights,S0024402,Coronation ceremonies reinforce the social contract between the ruler and the governed,B0218,0.8048032590371217
S0052485004p,B0642004p,"The people of Burton, who are already feeling the economic impacts of this political uncertainty, require a swift resolution that directly addresses their needs and concerns",S0052485,The content reveals that the oath's primary function is to abjure the Pontiff's authority to depose kings,B0642,0.9088819758431345
S0023952006p,B0393007p,It remains uncertain who the armed vessel was intended to support or oppose,S0023952,Any authority exercised by the Estates is contingent upon the prince's will,B0393,0.8992561186599313
B0996002sc,B0725001sc,The governance structure blends democracy and oligarchy,B0996,Including subjects in the assembly is essential for retaining the prince's favor,B0725,0.829181525838085
